"algorithm","localsearch","alpha","beta","rho","ants","q0","rasrank","elitistants","nnls","dlb","Elite"
3,4,3.69,9.89,0.62,78,0.84,NA,NA,17,1,FALSE
3,4,2.83,7.48,0.45,41,0.59,NA,NA,34,2,FALSE
3,4,2.49,5.79,0.66,41,0.65,NA,NA,19,1,FALSE
3,4,2.46,9.19,0.48,58,0.73,NA,NA,36,1,FALSE
3,4,3.1,5.59,0.68,40,0.59,NA,NA,27,1,FALSE
3,4,3.52,6.58,0.76,39,0.73,NA,NA,28,1,FALSE
3,4,4.46,9.3,0.64,55,0.64,NA,NA,29,1,FALSE
3,4,2.63,9.35,0.28,32,0.9,NA,NA,27,1,FALSE
3,4,1.48,7.05,0.36,23,0.91,NA,NA,25,1,FALSE
3,4,3.94,9.07,0.63,59,0.6,NA,NA,23,1,FALSE
3,4,1.66,8.6,0.45,16,0.95,NA,NA,20,1,FALSE
3,4,3.61,8.25,0.58,65,0.84,NA,NA,28,1,FALSE
3,4,2.93,9.15,0.81,52,0.73,NA,NA,28,1,FALSE
3,4,4.48,8.78,0.66,61,0.68,NA,NA,26,1,FALSE
3,4,1.79,9.01,0.35,13,0.78,NA,NA,20,1,FALSE
3,4,1.41,7.34,0.37,41,0.89,NA,NA,21,1,FALSE
3,4,3.52,8.72,0.61,57,0.65,NA,NA,33,1,FALSE
3,4,2.13,6.75,0.46,25,0.99,NA,NA,29,1,FALSE
3,4,3.72,9.9,0.6,58,0.73,NA,NA,18,1,TRUE
3,4,1.69,9.31,0.48,33,0.84,NA,NA,27,1,FALSE
3,4,3.05,6.73,0.56,21,0.97,NA,NA,23,1,FALSE
3,4,1.57,7.27,0.57,31,0.89,NA,NA,20,1,FALSE
3,4,3.26,6.58,0.75,62,0.69,NA,NA,26,1,FALSE
3,4,3.19,9.7,0.45,66,0.73,NA,NA,24,1,FALSE
3,4,3.68,8.42,0.69,48,0.67,NA,NA,26,1,FALSE
3,4,2.95,8.99,0.72,44,0.61,NA,NA,28,1,FALSE
3,4,3.75,9.61,0.58,57,0.83,NA,NA,13,1,FALSE
3,4,3.04,8.64,0.61,56,0.7,NA,NA,29,1,TRUE
2,4,4.13,7.5,0.52,63,NA,29,NA,18,1,FALSE
3,4,3.23,8.01,0.81,57,0.65,NA,NA,24,1,FALSE
3,4,1.94,9.09,0.41,7,0.96,NA,NA,22,1,FALSE
3,4,2.26,6.56,0.65,40,0.56,NA,NA,23,1,FALSE
3,4,1.28,7.85,0.4,24,0.73,NA,NA,18,1,FALSE
3,4,1.12,6.63,0.49,23,0.99,NA,NA,21,1,FALSE
3,4,1.26,9,0.35,19,0.85,NA,NA,13,1,FALSE
3,4,3.23,7.25,0.55,53,0.83,NA,NA,22,1,FALSE
3,4,2.94,9.04,0.57,7,0.81,NA,NA,22,1,FALSE
3,4,4.15,9.83,0.68,81,0.89,NA,NA,16,2,FALSE
3,4,2.97,9.69,0.4,70,0.78,NA,NA,22,1,FALSE
3,4,4.02,9.14,0.48,78,0.88,NA,NA,17,1,FALSE
3,4,1.39,9.11,0.27,18,0.92,NA,NA,26,1,FALSE
3,4,3.91,8.69,0.6,70,0.81,NA,NA,18,1,FALSE
3,4,3.32,7.04,0.59,60,0.57,NA,NA,28,1,FALSE
3,4,3.3,9.52,0.69,60,0.96,NA,NA,28,1,FALSE
3,4,4.08,9.83,0.71,64,0.66,NA,NA,15,1,TRUE
3,4,3.47,7.18,0.63,64,0.57,NA,NA,27,1,TRUE
3,4,1.61,8.03,0.48,12,0.92,NA,NA,16,1,TRUE
3,4,3.72,9.9,0.6,58,0.73,NA,NA,18,1,TRUE
3,4,3.04,8.64,0.61,56,0.7,NA,NA,29,1,TRUE
3,4,2.97,7.54,0.64,51,0.73,NA,NA,24,1,FALSE
3,4,4.1,8.03,0.63,52,0.7,NA,NA,21,1,FALSE
3,4,4.1,9.84,0.78,87,0.63,NA,NA,17,1,FALSE
3,4,3.93,9.56,0.61,60,0.68,NA,NA,20,1,TRUE
3,4,3.9,8.49,0.67,60,0.51,NA,NA,17,1,FALSE
3,4,4.61,9.29,0.65,55,0.61,NA,NA,18,1,FALSE
3,4,4.86,9.58,0.84,56,0.85,NA,NA,8,1,FALSE
3,4,3.74,9.86,0.79,66,0.55,NA,NA,15,1,FALSE
3,4,3.34,9.78,0.52,58,0.66,NA,NA,17,1,TRUE
3,4,3.81,6.45,0.68,55,0.67,NA,NA,26,1,FALSE
3,4,3.26,9.36,0.82,53,0.64,NA,NA,18,1,FALSE
3,4,3.6,7.17,0.65,83,0.57,NA,NA,28,1,FALSE
3,4,4.13,8.37,0.72,61,0.5,NA,NA,21,1,FALSE
3,4,4.16,8.91,0.65,65,0.65,NA,NA,21,1,TRUE
3,4,1.02,8.72,0.53,25,0.86,NA,NA,12,1,FALSE
3,4,3.39,8.14,0.62,79,0.58,NA,NA,27,1,FALSE
3,4,3.69,9.85,0.71,56,0.66,NA,NA,14,1,FALSE
3,4,3.81,9.93,0.47,61,0.76,NA,NA,12,1,TRUE
3,4,1.91,7.83,0.56,17,0.93,NA,NA,21,1,FALSE
3,4,3.48,5.88,0.6,52,0.6,NA,NA,27,1,FALSE
3,4,3.74,9.49,0.71,60,0.63,NA,NA,16,1,TRUE
3,4,3.98,9.55,0.75,70,0.67,NA,NA,19,1,FALSE
3,4,4.05,9.27,0.76,70,0.51,NA,NA,15,1,FALSE
3,4,3.19,7.36,0.74,56,0.65,NA,NA,32,1,FALSE
3,4,3,7.39,0.55,72,0.5,NA,NA,27,1,FALSE
3,4,3.81,9.93,0.47,61,0.76,NA,NA,12,1,TRUE
3,4,3.34,9.78,0.52,58,0.66,NA,NA,17,1,TRUE
3,4,3.74,9.49,0.71,60,0.63,NA,NA,16,1,TRUE
3,4,4.16,8.91,0.65,65,0.65,NA,NA,21,1,TRUE
3,4,3.93,9.56,0.61,60,0.68,NA,NA,20,1,TRUE
3,4,3.85,7.96,0.66,66,0.64,NA,NA,19,1,FALSE
3,4,4.07,8.2,0.63,70,0.78,NA,NA,21,1,FALSE
3,4,3.14,9.04,0.71,55,0.61,NA,NA,18,1,TRUE
3,4,4.01,9.91,0.55,60,0.59,NA,NA,10,1,FALSE
3,4,4.04,9.91,0.54,50,0.83,NA,NA,11,1,FALSE
3,4,4.63,8.6,0.67,62,0.61,NA,NA,22,1,FALSE
3,4,3.15,9.48,0.75,61,0.72,NA,NA,13,1,FALSE
3,4,4.36,9.76,0.42,57,0.86,NA,NA,13,1,FALSE
3,4,4.71,9.14,0.62,58,0.59,NA,NA,27,1,FALSE
3,4,3.69,9.59,0.83,63,0.57,NA,NA,19,1,TRUE
3,4,3.81,9.93,0.47,61,0.76,NA,NA,12,1,TRUE
3,4,3.69,9.59,0.83,63,0.57,NA,NA,19,1,TRUE
3,4,3.14,9.04,0.71,55,0.61,NA,NA,18,1,TRUE
3,4,3.74,9.49,0.71,60,0.63,NA,NA,16,1,TRUE
3,4,3.34,9.78,0.52,58,0.66,NA,NA,17,1,TRUE
3,4,3.53,9.21,0.55,59,0.67,NA,NA,24,1,FALSE
2,3,3.98,0.86,0.83,24,NA,19,NA,10,2,FALSE
1,4,1.48,5.86,0.33,72,NA,NA,NA,33,1,FALSE
3,2,0.23,8.36,0.58,48,0.41,NA,NA,21,2,FALSE
5,1,2.73,3.36,0.09,96,NA,NA,NA,NA,NA,FALSE
2,1,2.1,9.61,0.7,12,NA,81,NA,NA,NA,FALSE
5,2,4.6,4.61,0.21,60,NA,NA,NA,15,2,FALSE
1,3,0.85,7.11,0.46,84,NA,NA,NA,27,2,FALSE
4,4,3.35,2.11,0.95,36,NA,NA,120,50,1,FALSE
2,2,1.79,2.73,0.4,6,NA,50,NA,35,2,FALSE
1,1,4.29,7.73,0.89,54,NA,NA,NA,NA,NA,FALSE
3,3,3.04,5.23,0.15,30,0.72,NA,NA,47,2,FALSE
4,4,0.54,0.23,0.64,78,NA,NA,73,24,1,FALSE
5,3,2.41,1.48,0.52,66,NA,NA,NA,30,2,FALSE
3,4,4.91,6.48,0.02,18,0.1,NA,NA,7,1,TRUE
4,1,1.16,3.98,0.27,42,NA,NA,354,NA,NA,FALSE
1,2,3.66,8.98,0.77,90,NA,NA,NA,41,2,FALSE
4,2,1.95,6.79,0.92,27,NA,NA,284,17,1,FALSE
3,1,4.45,1.79,0.43,75,0.19,NA,NA,NA,NA,FALSE
1,3,3.2,4.29,0.67,51,NA,NA,NA,5,1,FALSE
2,4,0.7,9.29,0.18,99,NA,66,NA,28,2,FALSE
2,2,2.57,0.54,0.3,87,NA,28,NA,11,1,FALSE
5,1,0.07,5.54,0.8,39,NA,NA,NA,NA,NA,FALSE
4,3,1.32,8.04,0.05,63,NA,NA,3,22,1,FALSE
1,4,3.82,3.04,0.55,15,NA,NA,NA,45,2,TRUE
4,3,4.76,9.92,0.36,9,NA,NA,143,48,1,FALSE
3,4,2.26,4.92,0.86,57,0.88,NA,NA,25,2,TRUE
2,1,3.51,7.42,0.61,81,NA,97,NA,NA,NA,FALSE
5,2,1.01,2.42,0.12,33,NA,NA,NA,37,1,FALSE
3,3,0.38,3.67,0.98,93,0.25,NA,NA,31,1,FALSE
5,4,2.88,8.67,0.49,45,NA,NA,NA,8,2,TRUE
1,1,1.63,1.17,0.24,21,NA,NA,NA,NA,NA,FALSE
2,2,4.13,6.17,0.74,69,NA,34,NA,43,1,FALSE
3,2,1.56,1.64,0.16,80,0.83,NA,NA,6,1,FALSE
5,1,4.06,6.64,0.66,32,NA,NA,NA,NA,NA,FALSE
2,3,2.81,9.14,0.41,56,NA,45,NA,17,1,FALSE
1,4,0.31,4.14,0.91,8,NA,NA,NA,40,2,FALSE
2,4,4.68,7.89,0.29,92,NA,83,NA,35,2,FALSE
5,3,2.18,2.89,0.78,44,NA,NA,NA,12,1,FALSE
4,2,3.43,5.39,0.53,20,NA,NA,671,23,1,FALSE
3,1,0.93,0.39,0.04,68,0.46,NA,NA,NA,NA,FALSE
5,4,1.87,9.76,0.1,50,NA,NA,NA,15,2,FALSE
3,3,4.37,4.76,0.6,98,0.02,NA,NA,38,1,FALSE
1,1,3.12,2.26,0.35,26,NA,NA,NA,NA,NA,FALSE
4,2,0.62,7.26,0.84,74,NA,NA,624,49,1,FALSE
1,2,4.99,1.01,0.47,38,NA,NA,NA,32,1,FALSE
2,1,2.49,6.01,0.97,86,NA,52,NA,NA,NA,FALSE
3,4,3.74,3.51,0.72,62,0.65,NA,NA,20,2,TRUE
4,3,1.24,8.51,0.23,14,NA,NA,530,43,1,FALSE
3,3,1.71,6.32,0.32,35,0.99,NA,NA,42,2,FALSE
5,4,4.21,1.32,0.81,83,NA,NA,NA,19,1,FALSE
2,2,2.96,3.82,0.07,11,NA,5,NA,30,2,FALSE
1,1,0.46,8.82,0.57,59,NA,NA,NA,NA,NA,FALSE
2,4,1.09,5.07,0.44,23,NA,92,NA,13,1,FALSE
5,3,3.59,0.07,0.94,71,NA,NA,NA,36,2,FALSE
4,1,4.84,2.57,0.19,47,NA,NA,741,NA,NA,FALSE
1,2,2.34,7.57,0.69,95,NA,NA,NA,48,2,FALSE
3,1,3.27,8.2,0.87,5,0.55,NA,NA,NA,NA,FALSE
5,2,0.77,3.2,0.38,53,NA,NA,NA,10,2,FALSE
4,4,2.02,0.7,0.63,29,NA,NA,507,45,1,FALSE
1,3,4.52,5.7,0.13,77,NA,NA,NA,22,2,FALSE
5,4,2.65,6.95,0.26,65,NA,NA,NA,39,1,FALSE
2,3,0.15,1.95,0.75,17,NA,36,NA,16,2,FALSE
3,2,3.9,9.45,1,41,0.18,NA,NA,27,2,FALSE
4,1,1.4,4.45,0.5,89,NA,NA,600,NA,NA,FALSE
4,3,2.92,6.56,0.85,59,NA,NA,337,45,2,FALSE
3,4,0.42,1.56,0.36,11,0.53,NA,NA,22,1,FALSE
2,1,4.17,9.06,0.11,35,NA,43,NA,NA,NA,FALSE
1,2,1.67,4.06,0.6,83,NA,NA,NA,34,2,FALSE
3,3,2.3,0.31,0.48,47,0.15,NA,NA,28,2,FALSE
5,4,4.8,5.31,0.98,95,NA,NA,NA,5,1,FALSE
1,1,1.05,2.81,0.73,71,NA,NA,NA,NA,NA,FALSE
4,2,3.55,7.81,0.23,23,NA,NA,56,39,2,FALSE
2,4,1.36,7.18,0.67,41,NA,24,NA,31,1,FALSE
1,3,3.86,2.18,0.17,89,NA,NA,NA,8,2,FALSE
3,1,2.61,4.68,0.91,17,0.34,NA,NA,NA,NA,FALSE
5,2,0.11,9.68,0.42,65,NA,NA,NA,19,2,FALSE
4,3,0.73,5.93,0.54,5,NA,NA,196,25,2,FALSE
1,4,3.23,0.93,0.05,53,NA,NA,NA,48,1,FALSE
2,2,4.48,3.43,0.79,29,NA,87,NA,13,2,FALSE
5,1,1.98,8.43,0.29,77,NA,NA,NA,NA,NA,FALSE
4,4,2.45,3.75,0.14,38,NA,NA,266,26,2,FALSE
3,3,4.95,8.75,0.64,86,0.87,NA,NA,49,1,FALSE
2,2,1.2,1.25,0.88,62,NA,90,NA,38,1,FALSE
5,1,3.7,6.25,0.39,14,NA,NA,NA,NA,NA,FALSE
4,1,1.83,2.5,0.76,98,NA,NA,173,NA,NA,FALSE
1,2,4.33,7.5,0.26,50,NA,NA,NA,44,1,FALSE
3,4,3.08,10,0.51,74,0.5,NA,NA,9,2,FALSE
5,3,0.58,5,0.02,26,NA,NA,NA,32,1,FALSE
1,4,0.89,8.12,0.82,20,NA,NA,NA,29,2,FALSE
2,3,3.39,3.12,0.33,68,NA,71,NA,6,1,FALSE
3,2,2.14,5.62,0.08,92,0.06,NA,NA,18,1,FALSE
3,4,4.91,6.48,0.02,18,0.1,NA,NA,7,1,TRUE
3,4,2.26,4.92,0.86,57,0.88,NA,NA,25,2,TRUE
5,4,2.88,8.67,0.49,45,NA,NA,NA,8,2,TRUE
3,4,3.74,3.51,0.72,62,0.65,NA,NA,20,2,TRUE
1,4,3.82,3.04,0.55,15,NA,NA,NA,45,2,TRUE
3,4,3.53,8.56,0.69,70,0.37,NA,NA,10,2,FALSE
5,2,2.71,7.3,0.23,40,NA,NA,NA,13,1,FALSE
3,1,4.74,2.09,0.14,87,0.65,NA,NA,NA,NA,FALSE
3,3,1.89,5.34,0.19,62,0.77,NA,NA,14,2,FALSE
2,3,0.1,9.36,0.3,68,NA,20,NA,38,1,FALSE
2,4,4.7,5.05,0.22,78,NA,78,NA,6,2,FALSE
4,4,3.13,5.97,0.56,20,NA,NA,611,9,2,FALSE
1,1,4.19,2.42,0.19,33,NA,NA,NA,NA,NA,FALSE
4,3,4.97,2.9,0.03,24,NA,NA,174,23,2,FALSE
3,2,3.17,4.36,0.12,39,0.13,NA,NA,13,2,FALSE
2,2,4.24,8.21,0.11,41,NA,60,NA,10,1,FALSE
1,4,3.15,8.86,0.59,11,NA,NA,NA,16,1,FALSE
4,3,3.92,6.47,0.99,40,NA,NA,169,6,2,FALSE
3,4,4.82,6.54,0.18,29,0.44,NA,NA,7,2,TRUE
3,4,3.68,6.86,0.2,5,0.08,NA,NA,8,1,TRUE
1,1,0.57,3.97,0.87,85,NA,NA,NA,NA,NA,FALSE
3,4,3.14,6.76,0.23,50,0.51,NA,NA,37,2,TRUE
5,2,1.77,5.27,0.53,65,NA,NA,NA,19,1,FALSE
4,4,2.6,0.98,0.51,46,NA,NA,249,36,1,FALSE
4,2,2.16,9.16,0.65,92,NA,NA,94,19,2,FALSE
3,4,3.82,0.09,0.64,19,0.64,NA,NA,27,1,TRUE
3,2,0.15,9.18,0.95,79,0.76,NA,NA,40,2,FALSE
3,1,4.24,7.41,0.44,45,0.42,NA,NA,NA,NA,FALSE
4,3,3.44,5.78,0.02,17,NA,NA,274,31,2,FALSE
3,1,3.85,8.01,0.81,83,0.06,NA,NA,NA,NA,FALSE
5,4,3.49,1.07,0.39,49,NA,NA,NA,5,2,FALSE
5,1,3.61,6.55,0.73,43,NA,NA,NA,NA,NA,FALSE
3,3,1.39,3.1,0.65,18,0.4,NA,NA,10,2,FALSE
4,4,3.87,1.86,0.76,78,NA,NA,575,21,2,FALSE
5,3,1.87,3.79,0.5,13,NA,NA,NA,31,2,FALSE
3,1,0.27,1.85,0.71,36,0.87,NA,NA,NA,NA,FALSE
3,2,3.08,4.04,0.15,64,0.8,NA,NA,5,2,FALSE
5,4,0.8,7.13,0.54,34,NA,NA,NA,23,2,FALSE
4,1,2.91,4.74,0.67,74,NA,NA,703,NA,NA,FALSE
3,3,0.44,4.59,0.39,70,0.39,NA,NA,37,2,FALSE
2,4,3.75,8.4,0.31,42,NA,49,NA,6,1,FALSE
3,1,3.3,2.07,0.65,18,0.22,NA,NA,NA,NA,FALSE
3,1,3.81,4.66,0.06,34,0.17,NA,NA,NA,NA,FALSE
5,4,4.77,9.25,0.7,13,NA,NA,NA,7,1,FALSE
2,4,2.49,2.18,0.96,92,NA,37,NA,9,1,FALSE
5,3,3.12,7.88,0.29,13,NA,NA,NA,40,1,FALSE
3,1,2.59,1.25,0.93,91,0.07,NA,NA,NA,NA,FALSE
1,4,2.34,9.58,0.3,33,NA,NA,NA,18,2,FALSE
3,2,4.58,7.86,0.95,26,0.68,NA,NA,29,1,FALSE
4,4,3.42,7.98,0.34,41,NA,NA,158,31,1,FALSE
1,3,3.54,7.8,0.03,12,NA,NA,NA,18,1,FALSE
1,2,2.21,1.1,0.62,37,NA,NA,NA,43,1,FALSE
4,2,4.54,0.12,0.41,31,NA,NA,123,8,1,FALSE
4,3,3.79,9.18,0.23,13,NA,NA,493,12,1,FALSE
4,4,0.8,3.84,0.94,38,NA,NA,19,39,2,FALSE
3,3,3.41,8.71,0.06,27,0.18,NA,NA,23,2,FALSE
2,2,1.9,6.06,0.32,53,NA,46,NA,32,2,FALSE
3,2,3.1,8.61,0.85,35,0.49,NA,NA,20,1,FALSE
3,4,4.12,4.67,0.05,56,0.15,NA,NA,20,1,FALSE
5,3,2.35,4.22,0.64,85,NA,NA,NA,19,1,FALSE
3,2,3.71,4.05,0.42,25,0.64,NA,NA,48,1,FALSE
5,4,0.66,0.98,0.83,87,NA,NA,NA,27,2,FALSE
5,4,3.73,4.37,0.59,25,NA,NA,NA,12,2,FALSE
2,2,3.3,7.48,0.48,96,NA,50,NA,9,2,FALSE
1,4,2.84,8.26,0.75,33,NA,NA,NA,49,2,FALSE
4,2,2.59,7.76,0.42,8,NA,NA,292,34,1,FALSE
3,4,1.71,7.86,0.88,80,0.83,NA,NA,5,2,FALSE
1,1,4.84,5.98,0.37,8,NA,NA,NA,NA,NA,FALSE
5,3,2.69,8.03,0.42,93,NA,NA,NA,16,2,FALSE
2,2,1.98,6.26,0.67,32,NA,19,NA,22,1,FALSE
4,1,3.79,6.41,0.05,72,NA,NA,428,NA,NA,FALSE
5,3,3.25,7.13,0.82,29,NA,NA,NA,20,1,FALSE
2,3,4.25,6.08,0.03,29,NA,80,NA,6,1,FALSE
3,4,0.6,5.18,0.58,82,0.64,NA,NA,16,2,FALSE
3,1,4.28,8.89,0.32,5,0.02,NA,NA,NA,NA,FALSE
5,4,3.29,0.21,0.41,82,NA,NA,NA,26,1,FALSE
5,1,3.23,8.11,0.68,64,NA,NA,NA,NA,NA,FALSE
5,2,2.72,7.27,0.58,28,NA,NA,NA,22,1,FALSE
2,3,4.59,9.33,0.68,34,NA,67,NA,40,1,FALSE
3,3,3.22,4.29,0.97,29,0.22,NA,NA,27,2,FALSE
1,4,2.23,2.43,0.45,65,NA,NA,NA,6,1,FALSE
3,4,4.45,0.15,0.42,90,0.56,NA,NA,22,2,FALSE
3,3,4.32,4.68,0.24,41,0.39,NA,NA,26,1,FALSE
5,3,2.94,9.11,0.32,46,NA,NA,NA,9,1,FALSE
3,1,1.28,5.47,0.55,70,0.87,NA,NA,NA,NA,FALSE
3,4,3.82,0.09,0.64,19,0.64,NA,NA,27,1,TRUE
3,4,3.68,6.86,0.2,5,0.08,NA,NA,8,1,TRUE
3,4,3.14,6.76,0.23,50,0.51,NA,NA,37,2,TRUE
3,4,4.91,6.48,0.02,18,0.1,NA,NA,7,1,TRUE
3,4,4.82,6.54,0.18,29,0.44,NA,NA,7,2,TRUE
2,2,4.37,1.37,0.46,63,NA,44,NA,26,2,FALSE
5,4,4.55,6.32,0.18,28,NA,NA,NA,11,1,FALSE
3,4,3.34,5.42,0.36,50,0.08,NA,NA,14,2,FALSE
1,4,2.11,1.01,0.87,9,NA,NA,NA,46,2,FALSE
4,4,4.45,7.12,0.09,30,NA,NA,412,22,1,FALSE
3,4,3.66,9.41,0.22,71,0.38,NA,NA,30,1,FALSE
5,4,2.07,7.58,0.39,12,NA,NA,NA,6,1,FALSE
3,1,3,2.17,0.62,33,0.52,NA,NA,NA,NA,FALSE
2,4,3.31,1.47,0.42,12,NA,98,NA,37,2,FALSE
5,3,4.63,7.11,0.67,14,NA,NA,NA,10,1,FALSE
2,4,2.7,9.33,0.24,69,NA,39,NA,36,2,FALSE
1,4,2.37,1.92,0.76,27,NA,NA,NA,32,2,FALSE
3,4,3.05,5.54,0.67,18,0.39,NA,NA,22,2,FALSE
3,2,2.58,6.1,0.37,66,0.77,NA,NA,34,1,FALSE
3,4,3.24,4.31,0.25,70,0.74,NA,NA,45,1,FALSE
4,1,4.4,7.88,0.32,58,NA,NA,729,NA,NA,FALSE
1,4,4.12,8.58,0.55,32,NA,NA,NA,6,1,FALSE
3,4,4.21,1.03,0.57,13,0.6,NA,NA,33,1,FALSE
5,4,2.87,8.73,0.08,33,NA,NA,NA,7,2,FALSE
1,4,4.26,6.69,0.17,12,NA,NA,NA,5,2,FALSE
3,4,4.44,8.29,0.04,58,0.27,NA,NA,13,2,FALSE
1,3,2.78,1.37,0.92,14,NA,NA,NA,28,1,FALSE
5,3,3.51,4.72,0.15,21,NA,NA,NA,11,2,FALSE
4,4,3.34,8.4,0.31,19,NA,NA,318,9,1,FALSE
3,4,3.87,9.7,0.17,31,0.52,NA,NA,40,2,FALSE
3,4,4.13,7.93,0.28,8,0.16,NA,NA,30,2,FALSE
3,3,2.43,0.22,0.26,64,0.37,NA,NA,7,1,FALSE
3,3,2.31,7.63,0.45,11,0.39,NA,NA,8,1,FALSE
3,1,4.33,8.49,0.56,23,0.45,NA,NA,NA,NA,FALSE
1,4,2.89,5.02,0.25,19,NA,NA,NA,11,2,FALSE
3,4,2.82,7.77,0.12,64,0.22,NA,NA,35,1,FALSE
3,4,3.45,7.88,0.2,15,0.55,NA,NA,18,2,FALSE
5,4,4.23,6.78,0.59,41,NA,NA,NA,24,2,FALSE
3,1,3.45,4.03,0.23,85,0.18,NA,NA,NA,NA,FALSE
2,4,4.5,7.68,0.06,40,NA,35,NA,24,1,FALSE
3,2,3.3,9.08,0.32,16,0.36,NA,NA,20,1,FALSE
3,2,3.49,9.3,0.81,15,0.16,NA,NA,17,1,FALSE
3,4,2.53,1.38,0.55,9,0.44,NA,NA,23,1,FALSE
3,2,3.52,2.31,0.19,52,0.21,NA,NA,17,1,FALSE
2,4,3.97,0.38,0.52,18,NA,27,NA,30,1,FALSE
3,4,1.03,6.86,0.25,7,0.91,NA,NA,35,2,FALSE
2,4,4.43,6.68,0.31,39,NA,48,NA,5,1,FALSE
3,1,4.86,4.48,0.33,32,0.45,NA,NA,NA,NA,FALSE
4,4,4.54,1.22,0.59,32,NA,NA,642,39,1,FALSE
3,2,3.87,7.36,0.29,30,0.08,NA,NA,7,1,FALSE
3,4,2.17,7.99,0.07,34,0.71,NA,NA,35,2,FALSE
3,1,3.59,8.1,0.07,18,0.16,NA,NA,NA,NA,FALSE
5,4,1.75,0.82,0.29,35,NA,NA,NA,22,2,FALSE
3,2,3.54,4.15,0.51,53,0.36,NA,NA,26,2,FALSE
3,2,4.53,0.56,0.42,39,0.81,NA,NA,31,1,FALSE
3,4,3.08,5.63,0.18,30,0.11,NA,NA,7,1,FALSE
1,4,3.21,5.05,0.06,7,NA,NA,NA,13,1,FALSE
5,1,2.99,4.44,0.29,13,NA,NA,NA,NA,NA,FALSE
4,3,4.02,6.1,0.28,43,NA,NA,326,7,1,FALSE
3,4,3.78,2.72,0.47,12,0.72,NA,NA,24,1,FALSE
5,4,3,1.54,0.88,23,NA,NA,NA,16,1,FALSE
2,3,4.47,3.23,0.77,8,NA,55,NA,35,1,FALSE
3,1,3.22,2.53,0.53,20,0.66,NA,NA,NA,NA,FALSE
1,1,2.62,4.39,0.32,7,NA,NA,NA,NA,NA,FALSE
3,4,1.83,1.93,0.78,34,0.13,NA,NA,32,1,FALSE
3,4,3,0.47,0.34,47,0.67,NA,NA,22,1,TRUE
2,3,2.29,1.01,0.77,13,NA,56,NA,47,2,FALSE
3,4,4.61,2.51,0.6,31,0.64,NA,NA,30,1,FALSE
3,2,3.01,2.34,0.38,8,0.83,NA,NA,7,1,FALSE
1,4,3.61,0.44,0.61,30,NA,NA,NA,29,1,FALSE
3,2,2.36,9.38,0.64,19,0.85,NA,NA,40,2,FALSE
3,3,2.53,5.17,0.15,36,0.62,NA,NA,36,1,FALSE
4,4,4.25,0.17,0.37,31,NA,NA,49,27,1,FALSE
3,4,3,0.47,0.34,47,0.67,NA,NA,22,1,TRUE
3,4,3.82,0.09,0.64,19,0.64,NA,NA,27,1,TRUE
3,4,3.47,2.42,0.81,21,0.7,NA,NA,33,1,FALSE
3,4,1.89,0.52,0.31,58,0.82,NA,NA,33,1,FALSE
3,4,2.57,2.88,0.26,62,0.72,NA,NA,31,1,FALSE
3,4,3.15,2.13,0.2,43,0.65,NA,NA,21,1,FALSE
3,4,3.24,0.94,0.63,11,0.5,NA,NA,20,1,FALSE
3,4,2.45,1.88,0.27,41,0.73,NA,NA,28,1,FALSE
3,4,1.85,2.9,0.28,43,0.66,NA,NA,11,2,FALSE
3,4,3.06,0.59,0.48,44,0.58,NA,NA,28,1,FALSE
1,4,3.47,1.74,0.51,38,NA,NA,NA,18,1,FALSE
3,4,3.09,1.05,0.49,10,0.59,NA,NA,30,1,FALSE
4,4,1.75,1.08,0.35,19,NA,NA,591,32,1,FALSE
3,4,3.47,0.52,0.41,55,0.57,NA,NA,28,1,FALSE
2,4,2.46,0.75,0.21,44,NA,68,NA,15,1,FALSE
3,4,4.18,3.19,0.15,45,0.84,NA,NA,16,1,FALSE
3,4,2.62,2.8,0.58,60,0.93,NA,NA,21,1,FALSE
3,4,3.27,1.26,0.37,51,0.65,NA,NA,31,1,FALSE
3,4,4,0.19,0.83,26,0.28,NA,NA,18,1,FALSE
3,4,3.22,0.15,0.8,20,0.64,NA,NA,46,1,FALSE
3,4,2.86,1.11,0.37,37,0.56,NA,NA,21,1,FALSE
3,4,3.92,1.08,0.25,43,0.91,NA,NA,12,1,FALSE
3,4,3.51,2.41,0.61,9,0.67,NA,NA,32,1,FALSE
3,4,4.75,2.69,0.61,13,0.52,NA,NA,38,1,FALSE
3,4,4.87,1.14,0.84,10,0.45,NA,NA,37,2,FALSE
3,2,3.68,1.4,0.41,71,0.49,NA,NA,10,1,FALSE
3,4,2.75,2.11,0.29,62,0.72,NA,NA,24,1,FALSE
3,4,3.05,0.75,0.93,31,0.87,NA,NA,22,2,FALSE
3,4,2.97,2.09,0.73,10,0.53,NA,NA,24,1,TRUE
5,4,2.81,0.76,0.26,20,NA,NA,NA,7,1,FALSE
3,3,3.61,1.84,0.17,44,0.49,NA,NA,30,1,FALSE
1,4,2.99,1.47,0.22,37,NA,NA,NA,25,2,FALSE
3,4,2.49,3.25,0.25,26,0.51,NA,NA,32,1,FALSE
3,4,1.93,0.03,0.32,59,0.51,NA,NA,27,2,FALSE
3,3,4.02,0.56,0.7,8,0.5,NA,NA,30,1,FALSE
3,4,4.08,3.5,0.28,36,0.7,NA,NA,14,1,FALSE
5,4,3.5,1.99,0.81,10,NA,NA,NA,31,1,FALSE
